ds,pi,gap,nr_acc,gain,nV,nS,follow,ok
gpqa_extended,30837,0.0,1.0,0.0,0,0,0.0,False
gpqa_extended,30838,0.0625,0.375,-0.125,2,0,0.0625,False
gpqa_extended,30839,0.0,0.25,-0.25,0,32,1.0,False
gpqa_extended,30840,0.0,0.0,1.0,0,0,0.0,False
gpqa_extended,30841,0.0625,0.375,0.275,1,1,0.0625,False
gpqa_extended,30842,0.0,0.125,-0.075,0,0,0.0,False
gpqa_extended,30843,0.325,0.0,0.15,8,4,0.375,False
gpqa_extended,30844,-0.05,0.0,0.5,0,0,0.0,False
gpqa_extended,30845,0.0625,0.75,0.25,0,2,0.0625,False
gpqa_extended,30846,0.0,0.0,0.45,0,0,0.0,False
gpqa_extended,30847,0.0,1.0,0.0,0,0,0.0,False
gpqa_extended,30848,-0.043749999999999956,1.0,-0.95,1,28,0.90625,False
gpqa_extended,30849,1.0,0.0,0.0,3,29,1.0,False
gpqa_extended,30850,0.0,0.0,0.65,0,0,0.0,False
gpqa_extended,30851,0.09375,0.375,-0.325,1,2,0.09375,False
gpqa_extended,30852,0.0,0.375,0.625,0,0,0.0,False
gpqa_extended,30853,0.0,0.125,-0.125,0,0,0.0,False
gpqa_extended,30854,0.2375,0.625,-0.575,1,21,0.6875,False
gpqa_extended,30855,0.0,0.0,1.0,0,0,0.0,False
gpqa_extended,30856,0.0,0.0,1.0,0,0,0.0,False
gpqa_extended,30857,0.725,0.375,0.42500000000000004,3,25,0.875,True
gpqa_extended,30858,-0.05,0.0,0.8,0,0,0.0,False
gpqa_extended,30859,0.45,0.0,0.0,5,19,0.75,False
gpqa_extended,30860,0.0,0.0,0.45,0,0,0.0,False
gpqa_extended,30861,0.17500000000000004,0.0,0.0,0,28,0.875,False
gpqa_extended,30862,0.0,0.0,0.0,0,0,0.0,False
gpqa_extended,30863,0.25,0.5,-0.5,2,6,0.25,False
gpqa_extended,30864,0.0,0.25,-0.25,0,0,0.0,False
gpqa_extended,30865,0.0,0.0,0.7,0,0,0.0,False
gpqa_extended,30866,0.0,0.75,0.25,0,0,0.0,False
gpqa_extended,30867,0.0,1.0,0.0,0,0,0.0,False
gpqa_extended,30868,0.3125,0.0,0.4,8,2,0.3125,False
gpqa_extended,30869,0.012499999999999997,0.25,0.2,1,1,0.0625,False
gpqa_extended,30870,0.0,1.0,0.0,0,0,0.0,False
gpqa_extended,30871,0.21875,0.5,0.44999999999999996,7,0,0.21875,False
gpqa_extended,30872,0.0,1.0,-0.050000000000000044,0,0,0.0,False
gpqa_extended,30873,0.0,0.75,0.19999999999999996,0,0,0.0,False
gpqa_extended,30874,0.0,0.0,0.15,0,0,0.0,False
gpqa_extended,30875,0.0,0.125,0.775,0,0,0.0,False
gpqa_extended,30876,0.0,0.625,0.125,0,0,0.0,False
gpqa_extended,30877,0.25,0.25,0.6,5,3,0.25,False
gpqa_extended,30878,0.0,0.125,0.875,0,0,0.0,False
gpqa_extended,30879,0.11249999999999999,0.0,0.55,2,8,0.3125,False
gpqa_extended,30880,0.03125,0.0,0.95,1,0,0.03125,False
gpqa_extended,30881,0.0,0.125,0.775,0,0,0.0,False
gpqa_extended,30882,0.0,0.625,0.32499999999999996,0,0,0.0,False
gpqa_extended,30883,0.0,0.625,0.375,0,0,0.0,False
gpqa_extended,30884,0.0,0.5,0.5,0,0,0.0,False
gpqa_extended,30885,0.10625,0.5,-0.3,2,3,0.15625,False
gpqa_extended,30886,0.0,0.0,0.0,0,0,0.0,False
gpqa_extended,30887,0.15625,0.125,0.07500000000000001,4,1,0.15625,False
gpqa_extended,30888,0.84375,0.25,0.2,4,23,0.84375,True
gpqa_extended,30889,0.4125,0.0,0.15,17,1,0.5625,False
gpqa_extended,30890,-0.018750000000000003,0.875,0.025000000000000022,0,1,0.03125,False
gpqa_extended,30891,0.66875,0.0,0.05,1,22,0.71875,False
gpqa_extended,30892,0.16874999999999996,0.375,-0.325,5,26,0.96875,False
gpqa_extended,30893,0.0,0.125,0.675,0,0,0.0,False
gpqa_extended,30894,0.4375,0.125,-0.125,0,14,0.4375,False
gpqa_extended,30895,0.10625000000000001,0.0,0.6,8,5,0.40625,False
gpqa_extended,30896,0.07499999999999996,0.0,0.0,3,25,0.875,False
gpqa_extended,30897,0.0,1.0,-0.30000000000000004,0,0,0.0,False
gpqa_extended,30898,0.0,0.625,0.32499999999999996,0,0,0.0,False
gpqa_extended,30899,-0.012500000000000011,0.0,0.0,0,6,0.1875,False
gpqa_extended,30900,0.0625,0.0,0.05,1,1,0.0625,False
gpqa_extended,30901,0.0,0.75,0.15000000000000002,0,0,0.0,False
gpqa_extended,30902,0.0625,0.0,0.5,0,2,0.0625,False
gpqa_extended,30903,0.09999999999999998,0.5,-0.4,2,30,1.0,False
gpqa_extended,30904,0.0875,0.625,0.17500000000000004,0,6,0.1875,False
gpqa_extended,30905,0.04375,0.375,-0.125,0,3,0.09375,False
gpqa_extended,30906,0.0,0.0,1.0,0,0,0.0,False
gpqa_extended,30907,0.0,0.125,0.875,0,0,0.0,False
gpqa_extended,30908,0.09375,0.0,0.95,2,1,0.09375,False
gpqa_extended,30909,0.0,0.0,0.95,0,0,0.0,False
gpqa_extended,30910,0.0,0.375,0.625,0,0,0.0,False
gpqa_extended,30911,0.325,0.125,-0.075,4,16,0.625,False
gpqa_extended,30912,0.0,0.125,0.825,0,0,0.0,False
gpqa_extended,30913,0.0,0.75,-0.25,0,0,0.0,False
gpqa_extended,30914,-0.018750000000000003,0.0,0.9,0,1,0.03125,False
gpqa_extended,30915,0.2625,0.625,0.275,2,8,0.3125,False
gpqa_extended,30916,0.25,0.0,0.05,5,11,0.5,False
gpqa_extended,30917,0.3875,0.25,0.30000000000000004,3,11,0.4375,False
gpqa_extended,30918,0.46875,0.375,0.07500000000000001,12,3,0.46875,False
gpqa_extended,30919,0.0,0.5,0.5,0,0,0.0,False
gpqa_extended,30920,0.725,0.375,-0.175,2,26,0.875,False
gpqa_extended,30921,0.0,0.75,0.25,0,0,0.0,False
gpqa_extended,30922,0.037500000000000006,0.375,0.475,2,4,0.1875,False
gpqa_extended,30923,0.0,0.0,0.95,0,0,0.0,False
gpqa_extended,30924,0.1875,0.625,0.125,3,3,0.1875,False
gpqa_extended,30925,0.09375,0.125,0.07500000000000001,2,1,0.09375,False
gpqa_extended,30926,0.4125,0.0,0.0,12,6,0.5625,False
gpqa_extended,30927,0.0,0.0,0.95,0,0,0.0,False
gpqa_extended,30928,0.41875,1.0,-0.050000000000000044,6,9,0.46875,False
gpqa_extended,30929,0.0,0.75,-0.5,0,0,0.0,False
gpqa_extended,30930,0.36875,0.25,0.04999999999999999,5,10,0.46875,False
gpqa_extended,30931,0.0,0.0,1.0,0,0,0.0,False
gpqa_extended,30932,0.08750000000000002,0.0,0.0,0,30,0.9375,False
gpqa_extended,30933,0.4875,0.0,0.1,1,21,0.6875,False
gpqa_extended,30934,0.0625,0.25,0.44999999999999996,2,0,0.0625,False
gpqa_extended,30935,0.024999999999999994,0.0,0.0,2,2,0.125,False
gpqa_extended,30936,0.0,0.0,0.15,0,0,0.0,False
gpqa_extended,30937,0.2,0.75,-0.4,0,8,0.25,False
gpqa_extended,30938,0.0,1.0,0.0,0,0,0.0,False
gpqa_extended,30939,0.03125,1.0,-0.9,1,0,0.03125,False
gpqa_extended,30940,0.03125,1.0,-0.55,0,1,0.03125,False
gpqa_extended,30941,0.66875,0.125,-0.024999999999999994,5,18,0.71875,False
gpqa_extended,30942,0.0,0.625,0.32499999999999996,0,0,0.0,False
gpqa_extended,30943,0.0,0.875,-0.025000000000000022,0,0,0.0,False
gpqa_extended,30944,0.31875,0.0,0.45,3,12,0.46875,False
gpqa_extended,30945,0.4375,0.0,0.25,6,16,0.6875,False
gpqa_extended,30946,0.875,0.0,0.0,13,15,0.875,False
gpqa_extended,30947,0.03125,0.375,0.625,1,0,0.03125,False
gpqa_extended,30948,0.0,0.125,0.875,0,0,0.0,False
gpqa_extended,30949,0.0,0.75,0.25,0,0,0.0,False
gpqa_extended,30950,0.0625,0.0,0.95,1,1,0.0625,False
gpqa_extended,30951,0.11875000000000002,0.625,-0.525,1,22,0.71875,False
gpqa_extended,30952,0.0,0.0,0.5,0,0,0.0,False
gpqa_extended,30953,0.08124999999999999,0.0,0.6,2,7,0.28125,False
gpqa_extended,30954,0.0625,0.0,0.85,0,2,0.0625,False
gpqa_extended,30955,0.38125,0.0,0.05,3,14,0.53125,False
gpqa_extended,30956,0.14375,0.0,0.5,0,19,0.59375,False
gpqa_extended,30957,0.09375,0.625,0.375,1,2,0.09375,False
gpqa_extended,30958,0.24375,0.75,-0.6,2,9,0.34375,False
gpqa_extended,30959,0.23125,0.5,0.44999999999999996,8,1,0.28125,False
gpqa_extended,30960,0.0,0.0,0.6,0,0,0.0,False
gpqa_extended,30961,0.09375,0.5,-0.3,0,3,0.09375,False
gpqa_extended,30962,0.03125,0.5,0.5,0,1,0.03125,False
gpqa_extended,30963,-0.05,0.0,0.95,0,0,0.0,False
gpqa_extended,30964,0.0,0.0,0.8,0,0,0.0,False
gpqa_extended,30965,0.58125,0.125,-0.125,9,16,0.78125,False
gpqa_extended,30966,0.0,0.0,0.1,0,0,0.0,False
gpqa_extended,30967,0.03125,0.0,1.0,0,1,0.03125,False
gpqa_extended,30968,0.09375,0.25,0.30000000000000004,0,3,0.09375,False
gpqa_extended,30969,0.0,0.75,0.25,0,0,0.0,False
gpqa_extended,30970,0.2,1.0,-0.050000000000000044,0,8,0.25,False
gpqa_extended,30971,0.125,0.0,0.05,0,4,0.125,False
gpqa_extended,30972,0.0,0.125,-0.125,0,0,0.0,False
gpqa_extended,30973,0.0,0.75,0.25,0,0,0.0,False
gpqa_extended,30974,0.0,0.0,0.7,0,0,0.0,False
gpqa_extended,30975,0.03125,0.75,-0.050000000000000044,0,1,0.03125,False
gpqa_extended,30976,0.0,1.0,0.0,0,0,0.0,False
gpqa_extended,30977,0.03125,0.375,0.575,0,1,0.03125,False
gpqa_extended,30978,0.0,0.0,0.65,0,0,0.0,False
gpqa_extended,30979,-0.05,0.125,-0.125,0,0,0.0,False
gpqa_extended,30980,0.0,0.0,0.75,0,0,0.0,False
gpqa_extended,30981,0.0,0.625,-0.475,0,0,0.0,False
gpqa_extended,30982,0.0,0.75,0.25,0,0,0.0,False
gpqa_extended,30983,0.0875,0.125,0.175,0,6,0.1875,False
gpqa_extended,30984,0.0,0.25,0.7,0,0,0.0,False
gpqa_extended,30985,0.25,0.25,-0.04999999999999999,0,8,0.25,False
gpqa_extended,30986,0.15625,0.75,0.09999999999999998,5,0,0.15625,False
gpqa_extended,30987,0.21875,0.875,-0.07499999999999996,0,7,0.21875,False
gpqa_extended,30988,0.0,0.75,0.25,0,0,0.0,False
gpqa_extended,30989,0.5875,0.125,0.325,3,19,0.6875,True
gpqa_extended,30990,0.28125,0.0,0.25,9,8,0.53125,False
gpqa_extended,30991,0.0,0.0,0.6,0,0,0.0,False
gpqa_extended,30992,0.0,0.375,0.475,0,0,0.0,False
gpqa_extended,30993,0.0,0.375,0.17500000000000004,0,0,0.0,False
gpqa_main,30000,0.0,1.0,-0.050000000000000044,0,0,0.0,False
gpqa_main,30001,0.03125,1.0,0.0,1,0,0.03125,False
gpqa_main,30002,0.09375,0.5,-0.4,3,0,0.09375,False
gpqa_main,30003,0.0,0.625,-0.625,0,0,0.0,False
gpqa_main,30004,0.10624999999999996,0.0,0.0,3,26,0.90625,False
gpqa_main,30005,0.0,0.25,0.75,0,0,0.0,False
gpqa_main,30006,0.40625,0.0,0.15,10,3,0.40625,False
gpqa_main,30007,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30008,0.012500000000000011,0.125,0.375,0,10,0.3125,False
gpqa_main,30009,0.3125,0.5,0.19999999999999996,2,8,0.3125,False
gpqa_main,30010,0.0625,0.375,-0.375,1,1,0.0625,False
gpqa_main,30011,0.0,0.5,-0.45,0,0,0.0,False
gpqa_main,30012,0.0,0.75,0.050000000000000044,0,0,0.0,False
gpqa_main,30013,0.0,0.0,0.6,0,0,0.0,False
gpqa_main,30014,0.15625,1.0,-0.09999999999999998,0,5,0.15625,False
gpqa_main,30015,0.0,0.875,0.125,0,0,0.0,False
gpqa_main,30016,0.03125,0.25,-0.1,0,1,0.03125,False
gpqa_main,30017,0.0,0.875,-0.07499999999999996,0,0,0.0,False
gpqa_main,30018,0.0,0.125,0.775,0,0,0.0,False
gpqa_main,30019,0.10625,0.25,-0.04999999999999999,4,1,0.15625,False
gpqa_main,30020,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30021,0.03125,0.25,0.65,0,1,0.03125,False
gpqa_main,30022,0.03125,0.125,-0.024999999999999994,0,1,0.03125,False
gpqa_main,30023,0.0,0.375,0.625,0,0,0.0,False
gpqa_main,30024,0.0,0.0,0.8,0,0,0.0,False
gpqa_main,30025,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30026,0.51875,0.0,0.1,22,9,0.96875,False
gpqa_main,30027,0.0,0.5,-0.5,0,0,0.0,False
gpqa_main,30028,0.0,0.625,0.375,0,0,0.0,False
gpqa_main,30029,0.3,0.5,-0.2,13,3,0.5,False
gpqa_main,30030,0.03125,0.375,0.575,1,0,0.03125,False
gpqa_main,30031,0.0,0.75,0.25,0,0,0.0,False
gpqa_main,30032,0.0,0.375,0.625,0,0,0.0,False
gpqa_main,30033,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30034,0.90625,0.125,0.275,9,20,0.90625,True
gpqa_main,30035,0.40625,1.0,-0.30000000000000004,11,2,0.40625,False
gpqa_main,30036,0.53125,0.0,0.15,2,23,0.78125,False
gpqa_main,30037,0.71875,0.0,0.0,2,29,0.96875,False
gpqa_main,30038,-0.11875000000000002,0.375,0.125,1,8,0.28125,False
gpqa_main,30039,0.0,0.5,0.050000000000000044,0,0,0.0,False
gpqa_main,30040,0.11249999999999999,0.25,-0.1,7,11,0.5625,False
gpqa_main,30041,0.0625,0.0,0.0,2,0,0.0625,False
gpqa_main,30042,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30043,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30044,0.006249999999999978,0.125,0.275,1,12,0.40625,False
gpqa_main,30045,0.0,1.0,-0.050000000000000044,0,0,0.0,False
gpqa_main,30046,0.0,0.0,0.1,0,0,0.0,False
gpqa_main,30047,0.0,0.125,-0.024999999999999994,0,0,0.0,False
gpqa_main,30048,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30049,0.0625,0.375,0.525,1,1,0.0625,False
gpqa_main,30050,0.0,0.0,0.05,0,0,0.0,False
gpqa_main,30051,0.125,0.625,0.375,4,0,0.125,False
gpqa_main,30052,0.0,0.25,0.6,0,0,0.0,False
gpqa_main,30053,0.012499999999999997,0.0,0.55,0,2,0.0625,False
gpqa_main,30054,0.0625,0.75,-0.7,1,1,0.0625,False
gpqa_main,30055,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30056,0.20625,0.0,0.1,1,12,0.40625,False
gpqa_main,30057,0.40625,0.125,-0.075,0,21,0.65625,False
gpqa_main,30058,0.0062500000000000056,0.125,-0.125,0,5,0.15625,False
gpqa_main,30059,0.86875,0.0,0.0,19,12,0.96875,False
gpqa_main,30060,0.056249999999999994,0.0,0.3,0,5,0.15625,False
gpqa_main,30061,0.03125,0.125,0.875,0,1,0.03125,False
gpqa_main,30062,0.0,1.0,-0.050000000000000044,0,0,0.0,False
gpqa_main,30063,0.03125,0.0,0.0,1,0,0.03125,False
gpqa_main,30064,0.0,0.0,0.75,0,0,0.0,False
gpqa_main,30065,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30066,0.125,0.875,0.125,4,0,0.125,False
gpqa_main,30067,0.15625,0.0,0.6,2,3,0.15625,False
gpqa_main,30068,0.18125,0.5,-0.15000000000000002,0,9,0.28125,False
gpqa_main,30069,0.0625,0.0,0.8,1,1,0.0625,False
gpqa_main,30070,0.23750000000000004,0.0,0.05,3,27,0.9375,False
gpqa_main,30071,0.2125,0.0,0.4,5,5,0.3125,False
gpqa_main,30072,0.0625,0.25,-0.25,2,0,0.0625,False
gpqa_main,30073,0.10625,0.0,0.15,0,5,0.15625,False
gpqa_main,30074,0.0,0.5,0.35,0,0,0.0,False
gpqa_main,30075,0.0,0.375,0.625,0,0,0.0,False
gpqa_main,30076,-0.018750000000000003,0.25,0.0,1,0,0.03125,False
gpqa_main,30077,0.0,0.0,0.9,0,0,0.0,False
gpqa_main,30078,0.0,0.5,0.30000000000000004,0,0,0.0,False
gpqa_main,30079,0.0,0.125,0.875,0,0,0.0,False
gpqa_main,30080,-0.10624999999999996,0.0,0.25,3,16,0.59375,False
gpqa_main,30081,-0.0062500000000000056,0.375,-0.225,0,3,0.09375,False
gpqa_main,30082,0.41875,0.25,-0.15,10,5,0.46875,False
gpqa_main,30083,0.0,0.375,0.575,0,0,0.0,False
gpqa_main,30084,0.0,0.75,0.19999999999999996,0,0,0.0,False
gpqa_main,30085,0.54375,0.25,0.65,12,7,0.59375,True
gpqa_main,30086,0.0,0.625,0.375,0,0,0.0,False
gpqa_main,30087,0.53125,0.125,-0.075,8,9,0.53125,False
gpqa_main,30088,0.18125000000000002,0.0,0.0,3,14,0.53125,False
gpqa_main,30089,0.15625,0.375,-0.275,2,3,0.15625,False
gpqa_main,30090,0.0,0.125,0.675,0,0,0.0,False
gpqa_main,30091,0.056249999999999994,0.0,0.8,4,1,0.15625,False
gpqa_main,30092,0.11875000000000002,0.625,-0.07499999999999996,5,10,0.46875,False
gpqa_main,30093,0.45625,0.0,0.0,17,4,0.65625,False
gpqa_main,30094,0.15625,0.0,0.0,0,21,0.65625,False
gpqa_main,30095,0.48125,0.125,0.675,8,9,0.53125,False
gpqa_main,30096,0.0,0.0,0.4,0,0,0.0,False
gpqa_main,30097,0.0,0.5,-0.25,0,0,0.0,False
gpqa_main,30098,0.23125,0.0,0.6,3,6,0.28125,False
gpqa_main,30099,0.0,0.875,0.025000000000000022,0,0,0.0,False
gpqa_main,30100,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30101,0.0,0.375,0.575,0,0,0.0,False
gpqa_main,30102,0.15625,0.0,0.95,0,5,0.15625,False
gpqa_main,30103,0.18125,0.0,0.8,3,6,0.28125,False
gpqa_main,30104,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30105,0.0,0.0,0.35,0,0,0.0,False
gpqa_main,30106,0.125,0.125,0.22499999999999998,0,4,0.125,False
gpqa_main,30107,0.15,0.5,-0.4,0,8,0.25,False
gpqa_main,30108,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30109,0.0,0.25,0.75,0,0,0.0,False
gpqa_main,30110,0.03125,0.75,0.19999999999999996,1,0,0.03125,False
gpqa_main,30111,0.0,0.625,0.375,0,0,0.0,False
gpqa_main,30112,0.006249999999999978,0.25,-0.1,0,21,0.65625,False
gpqa_main,30113,0.0625,0.125,0.575,0,2,0.0625,False
gpqa_main,30114,0.16875,0.0,0.7,2,5,0.21875,False
gpqa_main,30115,0.4375,0.0,0.0,8,22,0.9375,False
gpqa_main,30116,0.08750000000000002,0.375,-0.275,5,25,0.9375,False
gpqa_main,30117,0.09375,0.625,0.275,1,2,0.09375,False
gpqa_main,30118,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30119,0.15625,0.0,0.1,1,4,0.15625,False
gpqa_main,30120,-0.05,0.125,0.22499999999999998,0,0,0.0,False
gpqa_main,30121,-0.0062500000000000056,0.0,0.0,3,0,0.09375,False
gpqa_main,30122,0.575,0.25,0.5,15,5,0.625,True
gpqa_main,30123,0.1625,0.0,0.65,0,10,0.3125,False
gpqa_main,30124,0.0625,0.25,0.7,2,0,0.0625,False
gpqa_main,30125,0.0,0.0,0.8,0,0,0.0,False
gpqa_main,30126,0.16875,0.0,0.35,2,5,0.21875,False
gpqa_main,30127,0.0625,0.0,0.45,1,1,0.0625,False
gpqa_main,30128,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30129,0.03125,0.0,0.9,1,0,0.03125,False
gpqa_main,30130,0.06874999999999998,0.0,0.05,15,16,0.96875,False
gpqa_main,30131,0.24375,1.0,-0.6,3,8,0.34375,False
gpqa_main,30132,0.8875,0.0,0.0,21,9,0.9375,False
gpqa_main,30133,0.0,0.375,0.475,0,0,0.0,False
gpqa_main,30134,0.10625,0.625,-0.625,0,5,0.15625,False
gpqa_main,30135,0.21250000000000002,0.5,-0.15000000000000002,0,26,0.8125,False
gpqa_main,30136,0.03125,0.0,0.15,0,1,0.03125,False
gpqa_main,30137,0.024999999999999994,0.0,0.85,2,2,0.125,False
gpqa_main,30138,0.03125,0.375,0.07500000000000001,0,9,0.28125,False
gpqa_main,30139,0.35625,0.0,0.15,0,21,0.65625,False
gpqa_main,30140,0.024999999999999994,0.375,-0.125,0,4,0.125,False
gpqa_main,30141,0.3875,0.25,0.7,0,14,0.4375,False
gpqa_main,30142,0.0,0.0,0.05,0,0,0.0,False
gpqa_main,30143,0.0,0.375,0.625,0,0,0.0,False
gpqa_main,30144,0.006249999999999978,0.0,0.0,0,29,0.90625,False
gpqa_main,30145,0.0,0.375,-0.325,0,0,0.0,False
gpqa_main,30146,0.1875,0.0,0.25,3,27,0.9375,False
gpqa_main,30147,0.0,0.375,0.575,0,0,0.0,False
gpqa_main,30148,0.0,0.0,0.05,0,0,0.0,False
gpqa_main,30149,0.29375,0.625,0.07499999999999996,7,4,0.34375,False
gpqa_main,30150,0.012499999999999997,0.75,0.19999999999999996,0,2,0.0625,False
gpqa_main,30151,0.425,0.375,-0.225,3,17,0.625,False
gpqa_main,30152,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30153,0.09375,0.0,0.9,0,3,0.09375,False
gpqa_main,30154,0.03125,0.0,0.95,0,1,0.03125,False
gpqa_main,30155,0.46875,0.0,0.2,4,11,0.46875,False
gpqa_main,30156,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30157,-0.15625,0.75,-0.09999999999999998,1,2,0.09375,False
gpqa_main,30158,0.03125,0.125,-0.125,0,1,0.03125,False
gpqa_main,30159,0.0,0.125,0.525,0,0,0.0,False
gpqa_main,30160,0.25,0.0,0.0,7,1,0.25,False
gpqa_main,30161,-0.018750000000000003,0.375,-0.375,1,0,0.03125,False
gpqa_main,30162,0.0,0.625,0.125,0,0,0.0,False
gpqa_main,30163,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30164,0.0,0.75,0.25,0,0,0.0,False
gpqa_main,30165,-0.15,0.125,0.725,0,0,0.0,False
gpqa_main,30166,0.0,0.625,0.375,0,0,0.0,False
gpqa_main,30167,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30168,0.0,0.0,0.5,0,0,0.0,False
gpqa_main,30169,0.0,0.0,0.95,0,0,0.0,False
gpqa_main,30170,0.03125,0.0,0.0,1,0,0.03125,False
gpqa_main,30171,0.0,0.375,0.275,0,0,0.0,False
gpqa_main,30172,-0.05,0.0,0.9,0,0,0.0,False
gpqa_main,30173,0.28125,0.25,-0.25,3,6,0.28125,False
gpqa_main,30174,0.41875,0.25,0.30000000000000004,8,15,0.71875,False
gpqa_main,30175,0.35625,0.875,0.07499999999999996,1,12,0.40625,False
gpqa_main,30176,0.10625,0.125,0.07500000000000001,4,1,0.15625,False
gpqa_main,30177,0.0,0.25,0.65,0,0,0.0,False
gpqa_main,30178,0.0,0.25,0.75,0,0,0.0,False
gpqa_main,30179,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30180,0.0,0.0,0.4,0,0,0.0,False
gpqa_main,30181,0.037500000000000006,0.25,0.4,0,6,0.1875,False
gpqa_main,30182,0.0,0.0,0.85,0,0,0.0,False
gpqa_main,30183,0.09999999999999998,0.0,0.05,15,17,1.0,False
gpqa_main,30184,0.03125,0.0,0.15,0,1,0.03125,False
gpqa_main,30185,0.0,0.0,0.6,0,0,0.0,False
gpqa_main,30186,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30187,0.0,0.5,0.5,0,0,0.0,False
gpqa_main,30188,0.0625,0.25,0.7,2,0,0.0625,False
gpqa_main,30189,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30190,0.0,0.0,0.1,0,0,0.0,False
gpqa_main,30191,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30192,0.15000000000000002,0.0,0.0,13,3,0.5,False
gpqa_main,30193,0.0,1.0,-1.0,0,0,0.0,False
gpqa_main,30194,0.075,1.0,-0.050000000000000044,0,4,0.125,False
gpqa_main,30195,0.0,0.0,0.6,0,0,0.0,False
gpqa_main,30196,0.25,0.875,-0.17500000000000004,6,2,0.25,False
gpqa_main,30197,0.03125,0.125,0.875,0,1,0.03125,False
gpqa_main,30198,0.28125,0.0,0.05,3,6,0.28125,False
gpqa_main,30199,0.0,0.0,0.15,0,0,0.0,False
gpqa_main,30200,0.59375,0.0,0.0,8,11,0.59375,False
gpqa_main,30201,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30202,0.03125,0.375,0.625,1,0,0.03125,False
gpqa_main,30203,0.0,0.25,-0.2,0,0,0.0,False
gpqa_main,30204,0.45,0.75,-0.5,0,16,0.5,False
gpqa_main,30205,0.0,0.125,0.325,0,0,0.0,False
gpqa_main,30206,0.03125,0.25,0.65,0,1,0.03125,False
gpqa_main,30207,0.0,0.0,1.0,0,0,0.0,False
gpqa_main,30208,-0.15,0.125,0.42500000000000004,0,0,0.0,False
gpqa_main,30209,0.1875,0.125,-0.125,8,6,0.4375,False
gpqa_main,30210,0.25,0.625,-0.525,3,5,0.25,False
gpqa_main,30211,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30212,0.0,0.25,0.35,0,0,0.0,False
gpqa_main,30213,0.0,0.0,0.1,0,0,0.0,False
gpqa_main,30214,0.16875,0.0,0.0,0,7,0.21875,False
gpqa_main,30215,0.0,1.0,-0.050000000000000044,0,0,0.0,False
gpqa_main,30216,0.78125,0.375,-0.025000000000000022,14,11,0.78125,False
gpqa_main,30217,0.012499999999999956,0.375,-0.375,1,25,0.8125,False
gpqa_main,30218,0.0,0.0,0.0,13,19,1.0,False
gpqa_main,30219,0.0,0.5,0.44999999999999996,0,0,0.0,False
gpqa_main,30220,0.0,0.25,0.7,0,0,0.0,False
gpqa_main,30221,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30222,0.0,0.5,0.25,0,0,0.0,False
gpqa_main,30223,0.35,0.25,0.09999999999999998,7,9,0.5,False
gpqa_main,30224,0.0,1.0,0.0,0,0,0.0,False
gpqa_main,30225,0.0,0.125,0.375,0,0,0.0,False
gpqa_main,30226,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30227,0.075,0.125,-0.024999999999999994,0,4,0.125,False
gpqa_main,30228,0.21875,0.0,0.05,2,29,0.96875,False
gpqa_main,30229,0.03125,0.375,0.575,0,1,0.03125,False
gpqa_main,30230,0.125,0.0,0.0,4,0,0.125,False
gpqa_main,30231,0.0,0.125,0.875,0,0,0.0,False
gpqa_main,30232,0.30625,0.625,0.025000000000000022,2,19,0.65625,False
gpqa_main,30233,0.0,1.0,-0.09999999999999998,0,0,0.0,False
gpqa_main,30234,-0.05,0.375,-0.07500000000000001,0,0,0.0,False
gpqa_main,30235,0.0,0.0,0.85,0,0,0.0,False
gpqa_main,30236,0.09375,0.0,0.0,0,3,0.09375,False
gpqa_main,30237,0.91875,0.125,0.725,2,29,0.96875,False
gpqa_main,30238,0.24375000000000002,0.0,0.0,2,25,0.84375,False
gpqa_main,30239,0.64375,0.125,-0.125,14,13,0.84375,False
gpqa_main,30240,0.0,0.5,-0.45,0,0,0.0,False
gpqa_main,30241,0.0,0.0,0.0,0,0,0.0,False
gpqa_main,30242,0.3,0.125,0.07500000000000001,3,21,0.75,False
