ds,pi,ridx,label,n,n_tokens,kurt,ent_all,ent_focused
mmlu,69,12,verbalizing,31,682,19.341995239257812,0.8967481255531311,0.2350492924451828
mmlu,69,13,silent,45,977,22.302291870117188,0.74976646900177,0.27306637167930603
mmlu,69,18,verbalizing,55,1217,45.97053909301758,0.934750497341156,0.3149414658546448
mmlu,69,19,verbalizing,30,728,20.963462829589844,0.757568895816803,0.24373702704906464
mmlu,69,2,silent,27,598,18.025066375732422,0.6109462380409241,0.1371694952249527
mmlu,69,5,silent,24,577,15.052484512329102,0.604606032371521,0.15902641415596008
mmlu,69,6,verbalizing,25,607,9.157182693481445,0.6813347935676575,0.22426609694957733
mmlu,69,7,verbalizing,30,685,21.003610610961914,0.7447359561920166,0.24197857081890106
mmlu,69,8,silent,29,742,16.641359329223633,0.7780059576034546,0.28308743238449097
mmlu,69,9,silent,29,613,19.592906951904297,0.6910878419876099,0.23191146552562714
mmlu,73,0,verbalizing,29,608,19.840761184692383,0.614572286605835,0.1380535215139389
mmlu,73,1,verbalizing,31,676,21.697134017944336,0.8143681287765503,0.23834328353405
mmlu,73,10,silent,20,457,10.949753761291504,0.6580858826637268,0.16011223196983337
mmlu,73,11,silent,32,561,23.03586769104004,0.6582358479499817,0.11215896904468536
mmlu,73,12,silent,34,657,14.829195976257324,0.688337504863739,0.280073344707489
mmlu,73,13,silent,23,524,14.051248550415039,0.677258312702179,0.18505409359931946
mmlu,73,14,verbalizing,31,590,21.64286231994629,0.6697927713394165,0.23003225028514862
mmlu,73,15,verbalizing,40,902,30.656381607055664,0.9795523285865784,0.2739766240119934
mmlu,73,16,verbalizing,30,572,21.039356231689453,0.6217291355133057,0.14254286885261536
mmlu,73,18,silent,21,439,12.062070846557617,0.6310077905654907,0.18407365679740906
mmlu,73,19,silent,36,770,26.99336814880371,0.7771514654159546,0.139760822057724
mmlu,73,2,silent,40,862,31.025390625,0.7073187232017517,0.18187418580055237
mmlu,73,3,verbalizing,22,490,12.019876480102539,0.6519721150398254,0.23527546226978302
mmlu,73,4,silent,21,451,12.049127578735352,0.6655205488204956,0.22688262164592743
mmlu,73,5,verbalizing,53,1023,37.935977935791016,0.812305748462677,0.19527503848075867
mmlu,73,6,silent,52,1030,40.88064956665039,0.8621666431427002,0.2386455535888672
mmlu,73,7,verbalizing,23,575,14.015287399291992,0.6462525129318237,0.17214839160442352
mmlu,73,8,verbalizing,28,565,19.041364669799805,0.653056800365448,0.17002138495445251
mmlu,73,9,silent,39,736,23.602886199951172,0.6617888808250427,0.21395078301429749
mmlu,78,0,silent,37,908,16.54713249206543,0.682633101940155,0.2541496157646179
mmlu,78,10,verbalizing,21,604,11.965198516845703,0.5987659096717834,0.1668424904346466
mmlu,78,12,silent,21,616,12.04738712310791,0.67036372423172,0.17874063551425934
mmlu,78,14,verbalizing,36,829,25.695016860961914,0.6347519159317017,0.20487971603870392
mmlu,78,15,silent,18,486,8.863183975219727,0.5757551789283752,0.13330602645874023
mmlu,78,16,silent,19,584,10.052409172058105,0.6598291993141174,0.1432667076587677
mmlu,78,17,silent,18,472,9.060726165771484,0.5609163045883179,0.11167299747467041
mmlu,78,18,verbalizing,37,941,27.543354034423828,0.640387237071991,0.22174601256847382
mmlu,78,19,verbalizing,18,510,8.9742431640625,0.566364049911499,0.12514731287956238
mmlu,78,2,verbalizing,23,588,10.246042251586914,0.5863975286483765,0.17160098254680634
mmlu,78,3,silent,21,530,11.647466659545898,0.6381600499153137,0.24886806309223175
mmlu,78,4,silent,20,540,11.06004810333252,0.6090831756591797,0.22226102650165558
mmlu,78,5,silent,15,453,6.063658714294434,0.5343464016914368,0.09701704978942871
mmlu,78,6,silent,32,768,10.834745407104492,0.6602191925048828,0.26176363229751587
mmlu,78,9,verbalizing,24,635,14.909268379211426,0.5949086546897888,0.1723242700099945
mmlu,79,1,silent,62,1318,45.060394287109375,0.6813361048698425,0.22528135776519775
mmlu,79,11,verbalizing,62,1326,52.87864303588867,0.7285589575767517,0.2051173746585846
mmlu,79,13,verbalizing,56,1128,46.9613151550293,0.747632622718811,0.2428102046251297
mmlu,79,16,silent,36,842,21.175918579101562,0.7169950008392334,0.268480122089386
mmlu,79,17,verbalizing,89,1629,79.96553039550781,0.8116849064826965,0.22875937819480896
mmlu,79,18,verbalizing,87,1757,77.97500610351562,0.8064919710159302,0.09543151408433914
mmlu,79,4,silent,54,1177,44.98173522949219,0.7063491940498352,0.1854061782360077
mmlu,79,5,silent,34,754,20.586780548095703,0.6787826418876648,0.25418519973754883
mmlu,79,6,verbalizing,73,1433,63.7144889831543,0.7307288646697998,0.19924548268318176
mmlu,79,7,silent,45,915,35.608829498291016,0.6650262475013733,0.25192001461982727
mmlu,79,8,silent,44,933,34.88066864013672,0.6778619885444641,0.24334612488746643
mmlu,7,0,silent,25,510,15.98131275177002,0.6492112874984741,0.16924278438091278
mmlu,7,1,verbalizing,65,1250,55.869384765625,0.8045942783355713,0.10365653038024902
mmlu,7,10,verbalizing,41,810,31.691802978515625,0.7262836694717407,0.17153429985046387
mmlu,7,11,silent,36,756,27.03066062927246,0.6587334871292114,0.13131310045719147
mmlu,7,12,silent,26,621,15.86986255645752,0.8476266264915466,0.24893060326576233
mmlu,7,13,silent,26,636,10.464911460876465,0.7817676663398743,0.23798768222332
mmlu,7,17,silent,38,734,28.908153533935547,0.786300003528595,0.15112373232841492
mmlu,7,18,silent,33,748,16.02399253845215,0.8124406337738037,0.23105184733867645
mmlu,7,3,silent,41,845,32.02635955810547,0.8280691504478455,0.13707929849624634
mmlu,7,5,verbalizing,79,1485,68.03395080566406,0.8327382802963257,0.22467024624347687
mmlu,7,6,silent,22,567,12.921783447265625,0.6047374606132507,0.14196902513504028
mmlu,7,7,verbalizing,30,581,13.669758796691895,0.6674333214759827,0.1997939646244049
mmlu,7,9,silent,39,838,29.5709285736084,0.7655524611473083,0.10661778599023819
mmlu,81,16,verbalizing,29,739,20.036718368530273,0.6179035902023315,0.1325126439332962
mmlu,81,19,verbalizing,39,964,28.778186798095703,0.6414464116096497,0.1615273356437683
mmlu,81,5,silent,44,1005,34.96574020385742,0.639505922794342,0.10832562297582626
mmlu,81,7,verbalizing,50,1054,40.9587516784668,0.7315390110015869,0.10591999441385269
mmlu,81,8,silent,20,523,10.890931129455566,0.571539580821991,0.127306267619133
mmlu,81,9,verbalizing,42,1047,32.84485626220703,0.6472069621086121,0.13438226282596588
mmlu,90,1,verbalizing,61,1107,40.86368179321289,0.7748657464981079,0.20164728164672852
mmlu,90,10,silent,34,727,25.03270149230957,0.6494263410568237,0.2302168309688568
mmlu,90,11,verbalizing,41,899,31.9447021484375,0.7304748296737671,0.2591056227684021
mmlu,90,13,silent,31,650,22.02889633178711,0.7043861150741577,0.30657559633255005
mmlu,90,15,silent,35,753,19.933979034423828,0.7289921641349792,0.2724265158176422
mmlu,90,17,verbalizing,62,1157,47.15849304199219,0.8296244144439697,0.22016136348247528
mmlu,90,18,verbalizing,51,949,36.453208923339844,0.6727274060249329,0.2361043244600296
mmlu,90,19,verbalizing,31,719,21.54983901977539,0.6508063077926636,0.2296002358198166
mmlu,90,2,silent,42,949,27.230295181274414,0.7080284357070923,0.27832329273223877
mmlu,90,3,silent,26,574,17.043123245239258,0.6463552713394165,0.21773500740528107
mmlu,90,4,verbalizing,36,757,27.01407814025879,0.6257861852645874,0.17786799371242523
mmlu,90,6,silent,42,785,29.58856201171875,0.8308925628662109,0.24732749164104462
mmlu,90,7,silent,43,816,27.629642486572266,0.7077509760856628,0.293987512588501
mmlu,90,8,silent,48,998,28.878787994384766,0.8252979516983032,0.16506969928741455
mmlu,90,9,silent,35,706,25.57826042175293,0.6979201436042786,0.1913507580757141
mmlu,94,0,verbalizing,70,1110,58.8786506652832,0.8809975981712341,0.2654264569282532
mmlu,94,1,silent,61,1163,52.01136016845703,0.7730358242988586,0.17889074981212616
mmlu,94,10,silent,81,1396,71.19779968261719,0.8605005741119385,0.2425442487001419
mmlu,94,11,verbalizing,34,608,25.027559280395508,0.9390133023262024,0.17013347148895264
mmlu,94,13,silent,42,909,33.025569915771484,0.6612434983253479,0.06865322589874268
mmlu,94,14,silent,71,1377,61.13458251953125,0.8326284885406494,0.25972357392311096
mmlu,94,15,verbalizing,63,1178,49.43557357788086,0.8851535320281982,0.282400906085968
mmlu,94,16,verbalizing,60,1045,50.99098205566406,0.8235620856285095,0.23496124148368835
mmlu,94,18,silent,43,840,34.025657653808594,0.914435088634491,0.2116750180721283
mmlu,94,19,silent,78,1437,62.54036331176758,0.8705825805664062,0.2805176377296448
mmlu,94,2,silent,48,1080,38.785037994384766,0.8875490427017212,0.2587759494781494
mmlu,94,3,verbalizing,46,780,37.02406692504883,0.8415167331695557,0.10312934219837189
mmlu,94,4,silent,54,1068,44.97411346435547,0.855047345161438,0.22119340300559998
mmlu,94,5,verbalizing,66,1190,55.567657470703125,0.8786577582359314,0.2721330523490906
mmlu,94,6,silent,74,1841,65.01158142089844,0.758755087852478,0.12206282466650009
mmlu,94,7,silent,20,470,11.066225051879883,0.537455141544342,0.09723343700170517
mmlu,94,8,silent,100,1597,90.02668762207031,0.897036612033844,0.26626813411712646
mmlu,94,9,silent,97,1710,87.84673309326172,0.8931918740272522,0.21486778557300568
mmlu,97,0,silent,32,686,23.035816192626953,0.7029987573623657,0.1371634304523468
mmlu,97,1,silent,28,584,15.523393630981445,0.7188330292701721,0.11287180334329605
mmlu,97,10,verbalizing,21,390,12.060194969177246,0.6108004450798035,0.13166594505310059
mmlu,97,11,silent,22,447,12.54273796081543,0.6106441020965576,0.18811652064323425
mmlu,97,12,verbalizing,21,406,12.007734298706055,0.6438722014427185,0.21613521873950958
mmlu,97,13,silent,20,458,11.065821647644043,0.619128942489624,0.16622412204742432
mmlu,97,14,verbalizing,24,523,15.051709175109863,0.6459782123565674,0.153788223862648
mmlu,97,15,verbalizing,30,594,18.75276756286621,0.8602801561355591,0.324146032333374
mmlu,97,16,verbalizing,27,493,14.375651359558105,0.7731455564498901,0.2721184492111206
mmlu,97,17,silent,22,487,13.042165756225586,0.6580373048782349,0.18894606828689575
mmlu,97,18,silent,25,562,7.76796817779541,0.6593571901321411,0.2674787640571594
mmlu,97,19,silent,32,625,23.032691955566406,0.6086185574531555,0.09239687025547028
mmlu,97,2,verbalizing,26,576,16.06131362915039,0.9542820453643799,0.28084099292755127
mmlu,97,3,verbalizing,32,653,21.742259979248047,0.6589536070823669,0.19017337262630463
mmlu,97,4,silent,19,400,10.069719314575195,0.6678087115287781,0.22939209640026093
mmlu,97,5,silent,12,298,2.6500496864318848,0.7832473516464233,0.3157508969306946
mmlu,97,6,silent,27,547,17.994325637817383,0.6217355132102966,0.19680356979370117
mmlu,97,7,verbalizing,33,613,23.990787506103516,0.6565285921096802,0.13590668141841888
mmlu,97,8,silent,23,505,13.215782165527344,0.743629515171051,0.21680331230163574
mmlu,97,9,silent,19,364,10.064299583435059,0.5858885645866394,0.12353537231683731
mmlu,9,0,silent,27,555,11.59865665435791,0.6756073236465454,0.2578202784061432
mmlu,9,1,verbalizing,27,782,12.687536239624023,0.7162874937057495,0.2146259993314743
mmlu,9,10,silent,38,836,23.916418075561523,0.784559965133667,0.27224141359329224
mmlu,9,11,silent,33,741,24.02353858947754,0.75925213098526,0.2877412438392639
mmlu,9,12,silent,29,584,15.043601989746094,0.7091594338417053,0.2868207097053528
mmlu,9,13,verbalizing,49,1038,29.259052276611328,0.8102149963378906,0.24706538021564484
mmlu,9,14,silent,28,633,16.473264694213867,0.738192617893219,0.3264501988887787
mmlu,9,15,silent,41,800,32.02264404296875,0.7576108574867249,0.11451641470193863
mmlu,9,16,silent,32,741,17.782180786132812,0.7629489898681641,0.26410046219825745
mmlu,9,17,silent,42,1016,24.285655975341797,0.7784295678138733,0.24237504601478577
mmlu,9,18,silent,34,659,20.9752140045166,0.7327951192855835,0.2514825165271759
mmlu,9,19,silent,36,799,24.537723541259766,0.7453655004501343,0.3012969493865967
mmlu,9,2,silent,31,639,17.471485137939453,0.7486929297447205,0.2871149182319641
mmlu,9,3,silent,32,656,19.87009048461914,0.7364099621772766,0.2860713303089142
mmlu,9,4,silent,36,716,17.910802841186523,0.7610272765159607,0.22020260989665985
mmlu,9,5,silent,27,616,13.86225700378418,0.7176981568336487,0.2660458981990814
mmlu,9,6,verbalizing,39,840,29.073837280273438,0.7481383085250854,0.2266637533903122
mmlu,9,7,silent,36,821,23.518535614013672,0.7543772459030151,0.27463793754577637
mmlu,9,8,silent,38,816,29.026626586914062,0.7491706609725952,0.15237338840961456
mmlu,9,9,silent,32,707,22.388490676879883,0.7399762272834778,0.21560637652873993
