ds,pi,ridx,label,n,n_tokens,kurt,ent_all,ent_focused
gpqa,160,3,verbalizing,187,4244,177.32461547851562,0.9663716554641724,0.33885565400123596
gpqa,160,4,verbalizing,209,4273,160.427978515625,0.9121935367584229,0.34480294585227966
gpqa,160,6,silent,198,5103,188.71250915527344,0.9253216981887817,0.2119060754776001
gpqa,160,7,silent,233,4701,222.3697967529297,0.9924862384796143,0.31680187582969666
gpqa,160,8,verbalizing,260,5057,234.00399780273438,0.9820469617843628,0.3431340456008911
gpqa,172,0,verbalizing,231,5513,109.78668212890625,0.9882171750068665,0.3257664442062378
gpqa,172,1,verbalizing,292,6618,150.47421264648438,0.9877579808235168,0.3250468373298645
gpqa,172,10,verbalizing,85,1914,70.2662353515625,0.9669116735458374,0.3503858745098114
gpqa,172,14,verbalizing,140,3612,109.76872253417969,0.945859968662262,0.27807584404945374
gpqa,172,15,silent,313,8041,271.3683166503906,0.9682539701461792,0.3518129587173462
gpqa,172,16,silent,160,4085,95.4663314819336,0.9804497957229614,0.332518070936203
gpqa,172,17,verbalizing,284,8112,121.05985260009766,0.9854760766029358,0.33637118339538574
gpqa,172,18,verbalizing,308,8318,110.96733093261719,0.9910004734992981,0.33449772000312805
gpqa,172,19,verbalizing,324,7733,178.44337463378906,0.9911193251609802,0.3354211449623108
gpqa,172,2,verbalizing,59,1415,49.828651428222656,0.9547364711761475,0.21826568245887756
gpqa,172,5,silent,330,8456,150.437255859375,0.9913662672042847,0.33466023206710815
gpqa,172,7,verbalizing,312,7136,102.47111511230469,0.9691919684410095,0.33734947443008423
gpqa,172,8,verbalizing,71,1745,46.46516036987305,0.9314374327659607,0.3369590938091278
gpqa,172,9,verbalizing,101,2121,91.81495666503906,0.88779616355896,0.19695432484149933
gpqa,177,0,silent,57,1392,46.43423843383789,0.787112832069397,0.24812233448028564
gpqa,177,1,verbalizing,54,1135,43.67091751098633,0.8003886938095093,0.2744885981082916
gpqa,177,10,silent,82,2004,39.438804626464844,0.7430182695388794,0.29957765340805054
gpqa,177,11,verbalizing,188,4373,178.39573669433594,0.9311133027076721,0.27461427450180054
gpqa,177,12,verbalizing,73,1462,60.381439208984375,0.729364275932312,0.17515897750854492
gpqa,177,13,verbalizing,101,2437,91.71372985839844,0.9315980076789856,0.18294426798820496
gpqa,177,14,silent,55,1693,22.581928253173828,0.7432569861412048,0.3044449985027313
gpqa,177,15,silent,58,1261,40.75198745727539,0.6723368167877197,0.2519306540489197
gpqa,177,16,silent,60,1530,39.23574447631836,0.7048929333686829,0.2869647741317749
gpqa,177,17,silent,83,1760,63.90348434448242,0.7036687135696411,0.28333181142807007
gpqa,177,18,silent,53,1654,26.14103126525879,0.7982661128044128,0.2675917446613312
gpqa,177,19,silent,121,2574,111.47391510009766,0.9090632200241089,0.2573787271976471
gpqa,177,2,silent,60,1587,47.34855270385742,0.7477509379386902,0.3160249888896942
gpqa,177,3,silent,128,2998,109.16230773925781,0.8137698769569397,0.24266071617603302
gpqa,177,4,silent,58,1535,47.520835876464844,0.6597259640693665,0.2575100064277649
gpqa,177,5,verbalizing,243,4971,65.37672424316406,0.9744317531585693,0.3215665817260742
gpqa,177,7,silent,108,2714,96.51840209960938,0.8663545250892639,0.28863102197647095
gpqa,177,9,verbalizing,207,4339,132.71759033203125,0.9453172087669373,0.32988590002059937
gpqa,23,13,silent,339,7794,312.37176513671875,0.9861698150634766,0.27079159021377563
gpqa,23,14,silent,336,7243,133.76560974121094,0.9875120520591736,0.3451804220676422
gpqa,23,19,verbalizing,176,3672,129.66799926757812,0.9657679200172424,0.29214948415756226
gpqa,23,2,silent,328,6353,266.23175048828125,0.9779632687568665,0.34652209281921387
gpqa,23,3,silent,332,6141,225.57809448242188,0.9480377435684204,0.25873494148254395
gpqa,23,4,verbalizing,416,8549,362.60980224609375,0.9750374555587769,0.3304792046546936
gpqa,23,9,silent,168,3737,158.99435424804688,0.8996318578720093,0.18142256140708923
gpqa,27,0,silent,230,4904,173.57589721679688,0.8447081446647644,0.3331441283226013
gpqa,27,1,verbalizing,327,6937,314.7613220214844,0.9291560053825378,0.2537097930908203
gpqa,27,10,silent,115,2404,70.92085266113281,0.6939072012901306,0.2657289505004883
gpqa,27,12,verbalizing,394,6824,195.87391662597656,0.892212450504303,0.3600836396217346
gpqa,27,13,silent,306,6242,296.49432373046875,0.8918064832687378,0.23234812915325165
gpqa,27,14,verbalizing,217,3850,195.44638061523438,0.8618000149726868,0.30966320633888245
gpqa,27,16,verbalizing,353,7440,286.7174377441406,0.8888227939605713,0.3543546795845032
gpqa,27,18,verbalizing,287,5101,270.20196533203125,0.8729264736175537,0.2744096517562866
gpqa,27,19,silent,157,3194,130.23562622070312,0.8079124689102173,0.2480653077363968
gpqa,27,2,silent,298,5211,287.1903381347656,0.8273189663887024,0.26042506098747253
gpqa,27,3,verbalizing,197,3922,111.73873138427734,0.7587094902992249,0.3102717399597168
gpqa,27,4,silent,242,4235,181.8282928466797,0.7854330539703369,0.33623814582824707
gpqa,27,5,silent,215,4402,191.42640686035156,0.7410290837287903,0.28703901171684265
gpqa,27,7,silent,169,3391,157.35240173339844,0.818512499332428,0.26589199900627136
gpqa,28,0,silent,41,970,31.1683349609375,0.7241536378860474,0.1811978965997696
gpqa,28,11,verbalizing,89,1827,59.53202438354492,0.8036212921142578,0.27197030186653137
gpqa,28,12,verbalizing,99,2156,86.55874633789062,0.8098419308662415,0.18765486776828766
gpqa,28,13,silent,84,1878,66.26040649414062,0.7271299362182617,0.18610726296901703
gpqa,28,5,verbalizing,60,1390,50.313194274902344,0.6471561193466187,0.20050516724586487
gpqa,28,6,silent,68,1440,58.996421813964844,0.7782188653945923,0.08959031105041504
gpqa,29,0,verbalizing,280,6395,126.84376525878906,0.9862093329429626,0.34000110626220703
gpqa,29,1,verbalizing,385,8222,178.6511688232422,0.9899724125862122,0.3386222720146179
gpqa,29,10,verbalizing,63,1622,38.56946563720703,0.6591598987579346,0.2135976105928421
gpqa,29,11,verbalizing,153,4189,143.99632263183594,0.8477306365966797,0.13689978420734406
gpqa,29,13,verbalizing,209,4638,198.50840759277344,0.8857840299606323,0.14110270142555237
gpqa,29,14,silent,30,949,17.506669998168945,0.5892893075942993,0.19005002081394196
gpqa,29,15,silent,342,7409,149.77325439453125,0.9954186081886292,0.3378542363643646
gpqa,29,17,silent,25,884,14.872407913208008,0.6306115984916687,0.18841511011123657
gpqa,29,18,silent,56,1802,37.0645866394043,0.7660959959030151,0.2781853973865509
gpqa,29,19,silent,99,2255,72.27201843261719,0.7499420046806335,0.21773621439933777
gpqa,29,2,silent,269,7144,139.6326904296875,0.9998107552528381,0.340736985206604
gpqa,29,5,verbalizing,243,5771,229.96224975585938,0.9862048029899597,0.3471328914165497
gpqa,29,6,verbalizing,319,7060,195.44630432128906,0.9781821370124817,0.33892786502838135
gpqa,29,7,silent,40,1580,30.656728744506836,0.7332406640052795,0.22146384418010712
gpqa,29,8,silent,119,3504,109.97882080078125,0.9744721055030823,0.13057373464107513
gpqa,29,9,silent,166,3822,156.99368286132812,0.9131577014923096,0.1483916938304901
gpqa,30,0,silent,33,904,23.914291381835938,0.6763827204704285,0.23258385062217712
gpqa,30,1,verbalizing,52,1307,42.01396560668945,0.7162216901779175,0.27409452199935913
gpqa,30,10,silent,41,1164,19.014060974121094,0.6767339706420898,0.270189106464386
gpqa,30,11,verbalizing,42,1136,32.91613006591797,0.6902703642845154,0.23667161166667938
gpqa,30,12,verbalizing,34,838,22.120189666748047,0.6726623773574829,0.27055415511131287
gpqa,30,13,silent,46,1205,29.22747802734375,0.7215796709060669,0.30063435435295105
gpqa,30,14,verbalizing,52,1193,42.995994567871094,0.7019842863082886,0.2554998993873596
gpqa,30,15,silent,43,1063,22.906055450439453,0.6940380334854126,0.28522953391075134
gpqa,30,16,silent,49,1266,34.81806182861328,0.6965839266777039,0.25939494371414185
gpqa,30,17,silent,52,1252,26.516742706298828,0.6827616095542908,0.2658076882362366
gpqa,30,18,verbalizing,51,1431,36.92998504638672,0.6874967217445374,0.25744202733039856
gpqa,30,19,silent,34,978,17.113611221313477,0.7108219265937805,0.29052063822746277
gpqa,30,2,silent,31,968,14.121256828308105,0.6654025316238403,0.25820082426071167
gpqa,30,3,silent,41,957,22.708698272705078,0.6545201539993286,0.263430118560791
gpqa,30,4,silent,38,1104,28.950851440429688,0.6949829459190369,0.23330847918987274
gpqa,30,5,silent,43,1111,29.60904884338379,0.6484751105308533,0.22327840328216553
gpqa,30,6,silent,50,1308,37.07086944580078,0.7202932238578796,0.2688974142074585
gpqa,30,7,verbalizing,47,1240,21.812036514282227,0.6262514591217041,0.22785547375679016
gpqa,30,8,silent,35,871,24.498098373413086,0.7227244973182678,0.26938095688819885
gpqa,30,9,verbalizing,44,1248,27.315807342529297,0.7078848481178284,0.2739085257053375
gpqa,34,10,verbalizing,332,7873,232.09573364257812,0.9876815676689148,0.3614974915981293
gpqa,34,14,verbalizing,84,2192,73.70500183105469,0.9363623261451721,0.3171806037425995
gpqa,34,17,silent,212,4978,101.16223907470703,0.9771289825439453,0.36402755975723267
gpqa,34,19,verbalizing,151,4129,133.23690795898438,0.91100013256073,0.27163583040237427
gpqa,34,2,verbalizing,219,4947,137.27748107910156,0.8979395627975464,0.3641616702079773
gpqa,34,3,silent,101,2563,91.59953308105469,0.9530746340751648,0.2544099688529968
gpqa,34,5,verbalizing,257,5975,169.39073181152344,0.9747054576873779,0.3503793776035309
gpqa,34,7,verbalizing,171,4379,146.88931274414062,0.9459874629974365,0.3490840792655945
gpqa,34,8,silent,152,3736,110.82151794433594,0.900490403175354,0.35602447390556335
gpqa,34,9,verbalizing,281,7052,243.0288848876953,0.9347181916236877,0.36270350217819214
gpqa,39,12,verbalizing,126,3111,117.00346374511719,0.783535361289978,0.15111926198005676
gpqa,39,13,verbalizing,204,4431,192.02993774414062,0.9195195436477661,0.321656733751297
gpqa,39,14,silent,34,1133,25.0227108001709,0.7037532329559326,0.2679622173309326
gpqa,39,4,silent,48,1573,39.012237548828125,0.7853395342826843,0.19484087824821472
gpqa,39,9,silent,127,2812,117.97248840332031,0.8705819249153137,0.311230331659317
gpqa,42,0,verbalizing,35,810,26.02984619140625,0.6307922601699829,0.17465215921401978
gpqa,42,1,silent,39,902,20.40555763244629,0.714630663394928,0.23481051623821259
gpqa,42,10,silent,20,544,11.066164016723633,0.7162557244300842,0.2617606222629547
gpqa,42,11,silent,29,761,18.959896087646484,0.7148327231407166,0.23972150683403015
gpqa,42,12,verbalizing,30,672,14.031160354614258,0.6807264685630798,0.2885715961456299
gpqa,42,13,silent,34,819,18.92129898071289,0.6829221844673157,0.24873486161231995
gpqa,42,14,silent,28,595,18.939449310302734,0.6677886843681335,0.2629442811012268
gpqa,42,15,silent,25,618,15.938186645507812,0.6466719508171082,0.20833618938922882
gpqa,42,16,silent,33,717,22.77372932434082,0.7484666109085083,0.2362063229084015
gpqa,42,17,silent,28,592,9.720232009887695,0.6836158633232117,0.273820698261261
gpqa,42,18,silent,39,1032,17.263973236083984,0.681187093257904,0.2306700199842453
gpqa,42,19,silent,53,1056,32.239540100097656,0.7667467594146729,0.18576352298259735
gpqa,42,2,verbalizing,37,915,27.726465225219727,0.7006222605705261,0.2598617672920227
gpqa,42,3,silent,41,837,27.435827255249023,0.7888562083244324,0.22972837090492249
gpqa,42,4,verbalizing,41,998,22.770793914794922,0.7155405879020691,0.27084919810295105
gpqa,42,5,verbalizing,43,956,33.78978729248047,0.6444567441940308,0.1956489235162735
gpqa,42,6,silent,27,652,16.51042366027832,0.731122612953186,0.23183655738830566
gpqa,42,7,silent,33,783,23.775476455688477,0.7307860255241394,0.23238292336463928
gpqa,42,8,silent,33,767,14.587446212768555,0.7412158846855164,0.2619580924510956
gpqa,42,9,silent,25,580,9.118435859680176,0.7124277949333191,0.302707701921463
gpqa,50,0,silent,90,2227,80.60450744628906,0.7309311628341675,0.20898278057575226
gpqa,50,1,silent,61,1606,51.35057830810547,0.5732563734054565,0.13258571922779083
gpqa,50,10,verbalizing,142,3680,131.76258850097656,0.7981536388397217,0.20149073004722595
gpqa,50,12,silent,106,2358,83.79531860351562,0.747582733631134,0.26142558455467224
gpqa,50,13,verbalizing,170,4095,133.79275512695312,0.8130921721458435,0.28627198934555054
gpqa,50,14,silent,111,2682,94.39482116699219,0.7321974635124207,0.21610978245735168
gpqa,50,16,verbalizing,241,5167,219.096435546875,0.8337482810020447,0.2521500885486603
gpqa,50,18,silent,122,2747,100.30818176269531,0.770852267742157,0.29549649357795715
gpqa,50,19,silent,101,2387,61.15179443359375,0.6763572692871094,0.2665644884109497
gpqa,50,2,silent,78,1959,68.8006591796875,0.7295396327972412,0.13143375515937805
gpqa,50,3,silent,166,4135,132.4143524169922,0.8337182402610779,0.2894866466522217
gpqa,50,4,silent,78,2119,52.03491973876953,0.6903359293937683,0.2789754867553711
gpqa,50,5,verbalizing,80,2084,67.95761108398438,0.7225668430328369,0.23017022013664246
gpqa,50,7,silent,87,1989,37.434173583984375,0.6650059819221497,0.27749398350715637
gpqa,50,8,verbalizing,49,1458,18.41517448425293,0.6521613001823425,0.25671130418777466
gpqa,50,9,silent,105,2420,95.74037170410156,0.7394731044769287,0.20773962140083313
gpqa,57,0,verbalizing,30,965,20.922489166259766,0.5868741273880005,0.22336535155773163
gpqa,57,13,verbalizing,27,996,17.411876678466797,0.658060610294342,0.2640477120876312
gpqa,57,16,verbalizing,33,1080,23.84217071533203,0.6429207921028137,0.22852405905723572
gpqa,57,19,verbalizing,28,990,13.887743949890137,0.609233558177948,0.26105746626853943
gpqa,57,7,silent,33,1016,23.232112884521484,0.626733124256134,0.2534428536891937
gpqa,57,8,silent,32,1051,22.887134552001953,0.6600276827812195,0.19974401593208313
gpqa,57,9,verbalizing,26,1013,16.475406646728516,0.684485137462616,0.26999205350875854
gpqa,58,1,silent,59,1295,50.01249313354492,0.8752675652503967,0.15943452715873718
gpqa,58,10,silent,23,632,14.002264022827148,0.6933217644691467,0.23291759192943573
gpqa,58,14,silent,86,1991,75.02391052246094,0.8174944519996643,0.17891791462898254
gpqa,58,18,silent,24,657,15.052179336547852,0.6077333092689514,0.083700992166996
gpqa,58,7,verbalizing,55,1280,46.017738342285156,0.8400914669036865,0.13642671704292297
gpqa,58,9,verbalizing,75,1898,63.62847137451172,0.8424138426780701,0.2027159184217453
gpqa,59,0,verbalizing,28,807,18.98387336730957,0.7345135807991028,0.2005470246076584
gpqa,59,1,silent,76,1802,67.0040283203125,0.9019686579704285,0.21201255917549133
gpqa,59,10,silent,108,2190,61.71674346923828,0.9769455790519714,0.23220093548297882
gpqa,59,11,silent,26,668,17.037906646728516,0.664416491985321,0.22814026474952698
gpqa,59,12,silent,28,784,18.909809112548828,0.87919020652771,0.31290438771247864
gpqa,59,15,silent,17,480,8.06709098815918,0.6729013919830322,0.23559100925922394
gpqa,59,17,silent,55,1375,29.267974853515625,0.9696975946426392,0.20960648357868195
gpqa,59,6,verbalizing,119,2269,69.8212890625,0.9882795810699463,0.26318007707595825
gpqa,59,7,silent,56,1264,29.56422996520996,0.848926305770874,0.21241292357444763
gpqa,59,9,silent,128,2384,86.57528686523438,0.986502468585968,0.3318936228752136
gpqa,62,14,silent,35,1049,25.472055435180664,0.6082159280776978,0.17700889706611633
gpqa,62,15,silent,59,1396,49.80299377441406,0.6674973964691162,0.15217944979667664
gpqa,62,16,verbalizing,70,1675,60.83319091796875,0.747665286064148,0.14018328487873077
gpqa,62,17,verbalizing,95,2021,85.96150207519531,0.8422203063964844,0.1902695596218109
gpqa,62,19,verbalizing,47,1227,36.77764129638672,0.6945679783821106,0.2031969130039215
gpqa,62,3,verbalizing,58,1618,45.81646728515625,0.8391711115837097,0.3075428307056427
gpqa,62,5,silent,90,1995,80.80925750732422,0.8104630708694458,0.15786480903625488
gpqa,65,0,verbalizing,50,1468,40.852439880371094,0.6815099120140076,0.15036232769489288
gpqa,65,1,silent,36,1209,27.028350830078125,0.674845814704895,0.21397027373313904
gpqa,65,12,verbalizing,66,1854,56.86967849731445,0.7531628012657166,0.14334367215633392
gpqa,65,13,silent,106,2896,77.11888122558594,0.9161258935928345,0.3249562978744507
gpqa,65,15,silent,43,1160,34.02562713623047,0.7602142095565796,0.2186577022075653
gpqa,65,16,verbalizing,44,1283,34.93675231933594,0.6723973751068115,0.22022783756256104
gpqa,65,17,silent,17,830,8.045781135559082,0.6420605778694153,0.22769403457641602
gpqa,65,18,verbalizing,27,990,18.045440673828125,0.6790714859962463,0.07771475613117218
gpqa,65,19,silent,71,1711,61.966453552246094,0.7089530825614929,0.18942312896251678
gpqa,65,3,silent,41,1316,32.02417755126953,0.7251033782958984,0.15256890654563904
gpqa,65,4,verbalizing,72,1794,62.9731559753418,0.7867438793182373,0.13048577308654785
gpqa,65,5,verbalizing,94,2324,84.94747161865234,0.7873370051383972,0.10975749790668488
gpqa,65,6,silent,44,1146,35.02544021606445,0.6724985837936401,0.16586518287658691
gpqa,65,7,silent,15,703,5.1510701179504395,0.6173743009567261,0.20968349277973175
gpqa,65,8,silent,23,867,14.050844192504883,0.6444079279899597,0.26362818479537964
gpqa,65,9,silent,36,999,26.850509643554688,0.678589940071106,0.23235836625099182
gpqa,69,0,verbalizing,27,3329,18.00374984741211,0.870266318321228,0.20265309512615204
gpqa,69,1,verbalizing,75,4499,64.80583190917969,0.8828140497207642,0.24372521042823792
gpqa,69,10,verbalizing,89,8692,45.315433502197266,0.9349283576011658,0.2767954468727112
gpqa,69,11,verbalizing,89,10190,46.168418884277344,0.9278842806816101,0.2765122950077057
gpqa,69,12,verbalizing,33,3489,24.016572952270508,0.5441814661026001,0.1377837359905243
gpqa,69,14,silent,47,3640,38.0169792175293,0.8675884008407593,0.25551992654800415
gpqa,69,2,verbalizing,107,5319,97.9646224975586,0.8651002645492554,0.2948152422904968
gpqa,69,3,verbalizing,213,10966,182.3776397705078,0.8897692561149597,0.27414682507514954
gpqa,69,4,verbalizing,81,4398,70.74555206298828,0.8649877309799194,0.22780506312847137
gpqa,69,5,silent,35,5656,25.89542007446289,0.912666916847229,0.2753071188926697
gpqa,69,6,verbalizing,214,10966,124.00990295410156,0.8934448957443237,0.26417210698127747
gpqa,69,9,verbalizing,40,4582,31.02508544921875,0.6318248510360718,0.10964375734329224
gpqa,6,0,verbalizing,193,4870,183.87916564941406,0.8537517786026001,0.2423110455274582
gpqa,6,10,verbalizing,122,3248,113.0047607421875,0.7797147035598755,0.19183020293712616
gpqa,6,12,verbalizing,160,3592,151.00094604492188,0.876541793346405,0.3095661699771881
gpqa,6,13,verbalizing,135,3660,125.2001724243164,0.8913383483886719,0.3018847107887268
gpqa,6,14,verbalizing,227,4873,217.91299438476562,0.9282190799713135,0.2875313460826874
gpqa,6,16,silent,261,5524,231.4009552001953,0.9396361708641052,0.30658164620399475
gpqa,6,19,verbalizing,169,3312,160.00192260742188,0.835307776927948,0.2968682050704956
gpqa,6,2,silent,173,3737,164.00375366210938,0.8918800354003906,0.3017023801803589
gpqa,6,4,silent,217,4698,207.9973907470703,0.9140611290931702,0.29511338472366333
gpqa,6,5,silent,111,5870,100.9090576171875,1.0338687896728516,0.2934722602367401
gpqa,6,6,verbalizing,307,6488,237.78842163085938,0.9645225405693054,0.3340977132320404
gpqa,6,8,silent,74,2476,65.0143814086914,0.8351904153823853,0.29752078652381897
gpqa,72,0,verbalizing,73,2175,46.918853759765625,0.7003066539764404,0.24796120822429657
gpqa,72,11,verbalizing,147,3920,137.21005249023438,0.9707928895950317,0.24665705859661102
gpqa,72,13,verbalizing,87,2059,77.9971694946289,0.8700234889984131,0.14601723849773407
gpqa,72,14,verbalizing,108,2681,95.27018737792969,0.8787269592285156,0.21873481571674347
gpqa,72,16,verbalizing,98,2494,86.19742584228516,0.9032909274101257,0.22637076675891876
gpqa,72,17,silent,49,1467,37.47858428955078,0.749411404132843,0.20349983870983124
gpqa,72,2,verbalizing,127,3616,83.1549301147461,0.8407517671585083,0.20404379069805145
gpqa,72,4,silent,102,2988,88.35078430175781,0.9530226588249207,0.30694979429244995
gpqa,73,0,silent,266,4815,251.0050811767578,1.0047305822372437,0.278225839138031
gpqa,73,10,silent,252,5536,204.50233459472656,0.9279359579086304,0.2862202227115631
gpqa,73,11,verbalizing,314,5917,233.54135131835938,1.0061639547348022,0.3437788188457489
gpqa,73,12,silent,59,1480,50.003684997558594,0.6171464920043945,0.11949095875024796
gpqa,73,13,silent,261,5721,242.6004638671875,1.0045377016067505,0.3369096517562866
gpqa,73,15,silent,121,2739,106.84478759765625,0.8450261950492859,0.17581388354301453
gpqa,73,16,verbalizing,196,4218,181.00753784179688,0.9565776586532593,0.2585696876049042
gpqa,73,17,verbalizing,278,5195,165.58123779296875,0.9836580157279968,0.34143170714378357
gpqa,73,18,silent,146,3433,134.93040466308594,0.8883932828903198,0.3143932521343231
gpqa,73,19,silent,221,4603,211.1515350341797,0.9120715856552124,0.27658945322036743
gpqa,73,2,silent,170,3609,125.138916015625,0.9060114622116089,0.27270781993865967
gpqa,73,3,silent,188,4041,113.20643615722656,0.9264389872550964,0.2922300696372986
gpqa,73,4,silent,256,5591,246.35525512695312,0.9518899321556091,0.3133377134799957
gpqa,73,6,verbalizing,234,4748,197.45677185058594,0.9840944409370422,0.2837972044944763
gpqa,73,7,silent,183,3941,173.6735382080078,0.9193680286407471,0.32195550203323364
gpqa,73,8,silent,281,5855,266.0291748046875,0.9915208220481873,0.3448866307735443
gpqa,73,9,verbalizing,199,4523,115.91654205322266,0.9178398251533508,0.32762908935546875
gpqa,74,1,silent,67,1641,57.96436309814453,0.8417866826057434,0.1774173080921173
gpqa,74,13,silent,21,734,12.062171936035156,0.6402367949485779,0.10982935130596161
gpqa,74,14,verbalizing,52,1292,43.018924713134766,0.8413716554641724,0.19095346331596375
gpqa,74,17,silent,26,782,17.04224395751953,0.5656909942626953,0.13432994484901428
gpqa,74,18,silent,49,1318,35.4953727722168,0.6841265559196472,0.1993689239025116
gpqa,74,2,verbalizing,50,1338,39.57390213012695,0.7423601746559143,0.22178442776203156
gpqa,74,3,silent,50,1096,31.291484832763672,0.8036394119262695,0.2569986581802368
gpqa,74,4,silent,35,989,26.02859878540039,0.7647656798362732,0.07723399251699448
gpqa,74,7,verbalizing,41,1211,32.02199935913086,0.8771348595619202,0.19413010776042938
gpqa,74,8,verbalizing,48,1144,36.691429138183594,0.8584720492362976,0.27320173382759094
gpqa,74,9,silent,40,967,29.954830169677734,0.6310325264930725,0.1994704306125641
gpqa,7,0,silent,31,837,22.022769927978516,0.6015213131904602,0.20635256171226501
gpqa,7,1,silent,39,1164,25.19291114807129,0.6252444982528687,0.2110607922077179
gpqa,7,10,silent,68,1736,57.773033142089844,0.6648814678192139,0.21874216198921204
gpqa,7,11,silent,77,1885,66.95452117919922,0.8016025424003601,0.24936334788799286
gpqa,7,13,verbalizing,218,4770,193.99404907226562,0.912496030330658,0.2788626253604889
gpqa,7,15,silent,144,3291,129.30319213867188,0.9199244379997253,0.27311238646507263
gpqa,7,17,verbalizing,89,2069,79.45034790039062,0.6926279067993164,0.16885948181152344
gpqa,7,2,verbalizing,280,7407,253.95596313476562,0.9539292454719543,0.34589701890945435
gpqa,7,4,verbalizing,278,6764,160.3770751953125,0.9901034832000732,0.3257685601711273
gpqa,7,5,silent,233,5126,219.33737182617188,0.9773988723754883,0.3163568079471588
gpqa,7,8,silent,57,1499,47.78826141357422,0.647445559501648,0.16550400853157043
gpqa,7,9,silent,30,871,17.90032196044922,0.612429678440094,0.2422073632478714
gpqa,84,0,verbalizing,96,2399,66.0139389038086,0.9291042685508728,0.26734793186187744
gpqa,84,1,silent,46,1414,36.98568344116211,0.9244003295898438,0.2295757532119751
gpqa,84,10,verbalizing,91,2162,81.9813461303711,0.9285008907318115,0.13662657141685486
gpqa,84,11,silent,59,1573,49.98921203613281,0.9380484819412231,0.19491232931613922
gpqa,84,12,silent,75,2052,61.9389762878418,0.9387910962104797,0.3460816740989685
gpqa,84,13,silent,28,936,17.21612548828125,0.729633629322052,0.2613241970539093
gpqa,84,14,silent,32,1164,22.990652084350586,0.7446460723876953,0.21302691102027893
gpqa,84,15,silent,62,1848,52.92689895629883,0.8116040825843811,0.19628526270389557
gpqa,84,17,silent,43,1437,28.344493865966797,0.7663047909736633,0.23416905105113983
gpqa,84,18,silent,55,1626,46.01750183105469,0.9601180553436279,0.19585458934307098
gpqa,84,2,silent,34,1193,22.69102668762207,0.6302720308303833,0.16507557034492493
gpqa,84,3,silent,26,896,13.323718070983887,0.6815398335456848,0.2601936459541321
gpqa,84,4,verbalizing,41,1118,32.02455139160156,0.818166971206665,0.14057809114456177
gpqa,84,5,silent,48,1500,39.02037811279297,0.6259851455688477,0.1345188021659851
gpqa,84,6,silent,22,850,10.838958740234375,0.6419961452484131,0.23630967736244202
gpqa,84,7,silent,151,3672,134.6533203125,0.9654954075813293,0.22296197712421417
gpqa,84,8,silent,39,1151,29.72992515563965,0.5838572382926941,0.14694257080554962
gpqa,84,9,verbalizing,133,3183,121.17340087890625,0.946177065372467,0.21918252110481262
gpqa,8,10,silent,168,4131,158.9435577392578,0.9321901798248291,0.27656906843185425
gpqa,8,16,verbalizing,124,2943,115.0060806274414,0.9074624180793762,0.3302114009857178
gpqa,8,18,verbalizing,301,7849,188.24842834472656,0.9345117211341858,0.36459723114967346
gpqa,8,19,verbalizing,329,8459,175.57240295410156,1.0076851844787598,0.35972243547439575
gpqa,8,5,silent,97,2359,88.00447082519531,0.8656875491142273,0.28818565607070923
gpqa,8,8,verbalizing,188,4591,178.52682495117188,0.8945346474647522,0.26136937737464905
gpqa,90,0,verbalizing,230,4383,136.37693786621094,0.9754803776741028,0.3346860408782959
gpqa,90,1,verbalizing,164,2953,126.08070373535156,0.9880312085151672,0.3227943778038025
gpqa,90,10,silent,351,7112,182.48678588867188,0.9967901706695557,0.3165852129459381
gpqa,90,16,verbalizing,238,4851,226.01730346679688,0.9692137241363525,0.28930607438087463
gpqa,90,19,verbalizing,290,5064,179.81353759765625,0.9912874102592468,0.3264254629611969
gpqa,90,3,silent,274,5576,252.7379150390625,0.9975937008857727,0.3346934914588928
gpqa,90,6,verbalizing,401,8202,187.8648681640625,0.9815471768379211,0.31685590744018555
gpqa,90,7,verbalizing,221,4525,210.11605834960938,0.9917961955070496,0.26526015996932983
gpqa,90,9,verbalizing,403,7170,139.09503173828125,0.9931286573410034,0.31931501626968384
gpqa,93,0,verbalizing,244,5874,197.3002471923828,0.9771720767021179,0.3396088480949402
gpqa,93,1,silent,247,5421,232.26718139648438,0.9429985880851746,0.3287270963191986
gpqa,93,13,silent,32,1155,22.163543701171875,0.7198726534843445,0.14639779925346375
gpqa,93,14,silent,56,1535,39.469947814941406,0.6948499083518982,0.2452772855758667
gpqa,93,15,silent,30,976,15.71351432800293,0.6654564738273621,0.2810733914375305
gpqa,93,17,silent,175,3878,165.9779815673828,0.931686520576477,0.2875150144100189
gpqa,93,18,silent,31,997,21.2345027923584,0.7046374678611755,0.14312651753425598
gpqa,93,19,silent,45,1251,30.928634643554688,0.6604688167572021,0.21659454703330994
gpqa,93,2,verbalizing,322,7843,164.93093872070312,0.9613929986953735,0.31300321221351624
gpqa,93,5,silent,331,8093,173.8340301513672,0.9641885161399841,0.30132371187210083
gpqa,96,0,verbalizing,147,2983,127.99356842041016,0.879439651966095,0.265216201543808
gpqa,96,1,silent,262,5352,252.27963256835938,0.9076949954032898,0.26226353645324707
gpqa,96,10,silent,153,3126,96.25862121582031,0.9098402261734009,0.30521056056022644
gpqa,96,11,silent,201,3821,170.57879638671875,0.9601543545722961,0.2306094914674759
gpqa,96,13,silent,227,4449,183.7404327392578,0.9738129377365112,0.34226638078689575
